Item #,Quantity On Hand,Item,Item Description,Color,Size,Team,Division Logo,Date of Last Use,Category,Image,,
CUP2279,24,NAPKINS,"BEVERAGE, PK OF 50, "YOU KNOW WINE MAKING"""EVERAGE, PK OF 50, "Y""V",,PK OF 50,,,4/19/16,Hospitality Supplies,Untitled_files/fullsize/937.jpg,,
CUP2280,154,SHARPIE,ULTRA FINE RETRACTABLE: BLACK: FEDEXCUP,BLACK,,,,8/24/16,Hospitality Supplies,Untitled_files/fullsize/991.jpg,,
CUP2281,500,CUP,16 OZ CLEAR W/ FESJC IN PURPLE,,16 OZ,,,6/28/16,FESJC,Untitled_files/fullsize/939.jpg,,
CUP2283,79,CUP,"VINO2GO W/ CLEAR LID, FEDEX",,,,,11/18/15,Miscellaneous,Untitled_files/fullsize/929.jpg,,
CUP2284,576,NAPKIN,"BEVERAGE, WHITE, FEDEXCUP, PK OF 200",WHITE,PK OF 200,,,12/28/16,Hospitality Supplies,Untitled_files/fullsize/953.jpg,,
CUP2285,936,NAPKIN,"DINNER, WHITE, FEDEXCUP, PK OF 125",WHITE,PK OF 125,,,6/28/16,Hospitality Supplies,Untitled_files/fullsize/938.jpg,,
CUP2289,8,NECKLACE,"GOLF BALL PENDANT, SILVER CHAIN, TOKENS & ICONS",,,,,11/3/16,Miscellaneous,Untitled_files/fullsize/955.jpg,,
CUP2290,12,NAPKINS,"DINNER, FESJCM PACK OF 125",,,,,6/28/16,FESJC,Untitled_files/fullsize/951.jpg,,
CUP2301,23,SHIRT,"WHITE W/ PURPLE&ORANGE PLAID, IJP/FESJC, SM",PURPLE & ORANGE,SM,,,7/15/15,Apparel,,,
CUP2302,105,SHIRT,"WHITE W/ PURPLE&ORANGE PLAID, IJP/FESJC, MD",PURPLE & ORANGE,MD,,,7/15/15,Apparel,,,
CUP2303,243,SHIRT,"WHITE W/ PURPLE&ORANGE PLAID, IJP/FESJC, LG",PURPLE & ORANGE,LG,,,7/15/15,Apparel,,,
CUP2304,276,SHIRT,"WHITE W/ PURPLE&ORANGE PLAID, IJP/FESJC, XL",PURPLE & ORANGE,XL,,,7/15/15,Apparel,,,
CUP2305,92,SHIRT,"WHITE W/ PURPLE&ORANGE PLAID, IJP/FESJC, 2XL",PURPLE & ORANGE,2XL,,,7/15/15,Apparel,,,
CUP2307,344,WINE CARRIER,"2 BOTTLE, BLACK, FEDEX CUP",BLACK,,,,5/31/16,Miscellaneous,Untitled_files/fullsize/964.jpg,,
CUP2308,75,SPEAKER,"BLUETOOTH, BLACK, FEDEX CUP",BLACK,,,,5/18/16,Miscellaneous,Untitled_files/fullsize/965.jpg,,
CUP2309,379,CHARGER,"SOLAR + FLASHLIGHT, BLACK, FEDEX CUP",BLACK,,,,10/20/16,Miscellaneous,Untitled_files/fullsize/966.jpg,,
CUP2310,4,RAFFLE BOX,PLEXI GLASS,,,,,7/2/15,Hospitality Supplies,Untitled_files/fullsize/980.jpg,,
CUP2311,1,DATED SIGNAGE,"MEET BILLY HORSCHEL, WED. JUNE 10",,,,,6/25/15,Signage,Untitled_files/fullsize/981.jpg,,
CUP2320,1,POLO,"WOMEN'S CARBON COLOR, FEDEX CUP/LEFT CHEST, XS",CARBON,XS,,,8/16/16,Apparel,,,
CUP2321,1,POLO,"WOMEN'S CARBON COLOR, FEDEX CUP/LEFT CHEST, SM",CARBON,SM,,,8/16/16,Apparel,,,
CUP2325,4,POLO,"WOMEN'S CARBON COLOR, FEDEX CUP/LEFT CHEST, 2XL",CARBON,2XL,,,7/2/15,Apparel,,,
CUP2331,5,POLO,"MEN'S CARBON COLOR, FEDEX CUP/LEFT CHEST, SM",CARBON,SM,,,8/16/16,Apparel,,,
CUP2332,8,POLO,"MEN'S CARBON COLOR, FEDEX CUP/LEFT CHEST, MD",CARBON,MD,,,8/16/16,Apparel,,,
CUP2333,13,POLO,"MEN'S CARBON COLOR, FEDEX CUP/LEFT CHEST, LG",CARBON,LG,,,8/16/16,Apparel,,,
CUP2335,3,POLO,"MEN'S CARBON COLOR, FEDEX CUP/LEFT CHEST, 2XL",CARBON,2XL,,,8/16/16,Apparel,,,
CUP2341,2,POLO,"WOMEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, SM",PURPLE,SM,,,7/2/15,FESJC,,,
CUP2342,8,POLO,"WOMEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, MD",PURPLE,MD,,,7/2/15,FESJC,,,
CUP2343,22,POLO,"WOMEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, LG",PURPLE,LG,,,7/2/15,FESJC,,,
CUP2344,8,POLO,"WOMEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, XL",PURPLE,XL,,,7/2/15,FESJC,,,
CUP2345,15,POLO,"WOMEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, 2XL",PURPLE,2XL,,,7/2/15,FESJC,,,
CUP2346,1,POLO,"WOMEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, 3XL",PURPLE,3XL,,,7/2/15,FESJC,,,
CUP2347,1,POLO,"WOMEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, 4XL",PURPLE,4XL,,,7/2/15,FESJC,,,
CUP2351,5,POLO,"MEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, SM",PURPLE,SM,,,7/2/15,FESJC,,,
CUP2352,6,POLO,"MEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, MD",PURPLE,MD,,,7/2/15,FESJC,,,
CUP2353,7,POLO,"MEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, LG",PURPLE,LG,,,2/29/16,FESJC,,,
CUP2354,10,POLO,"MEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, XL",PURPLE,XL,,,2/29/16,FESJC,,,
CUP2355,16,POLO,"MEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, 2XL",PURPLE,2XL,,,7/2/15,FESJC,,,
CUP2356,6,POLO,"MEN'S PURPLE, FEDEX ST. JUDE CLASSIC/LEFT CHEST, 3XL",PURPLE,3XL,,,7/2/15,FESJC,,,
CUP2360,2,VINYL BANNER,70 X 31: MCKAYLEE'S RIDE FEDEX ST. JUDE CLASSIC 2012,,70 X 31,,,7/15/15,FESJC,Untitled_files/fullsize/970.jpg,,
CUP2361,2,VINYL BANNER,70 X 31: FEDEX PURPLE EAGLE,,70 X 31,,,7/15/15,FESJC,Untitled_files/fullsize/971.jpg,,
CUP2362,2,VINYL BANNER,70 X 31: THE HAYES EXPRESS FEDEX ST. JUDE CLASSIC 2013,,70 X 31,,,7/15/15,FESJC,Untitled_files/fullsize/972.jpg,,
CUP2363,2,VINYL BANNER,70 X 31: TYLER SOARS FEDEX ST. JUDE CLASSIC 2015: ABOUT TYLER,,70 X 31,,,7/15/15,FESJC,Untitled_files/fullsize/973.jpg,,
CUP2364,2,VINYL BANNER,70 X 31: TYLER SOARS FEDEX ST. JUDE CLASSIC 2015,,70 X 31,,,7/15/15,FESJC,Untitled_files/fullsize/974.jpg,,
CUP2365,2,VINYL BANNER,70 X 31: ALLIE'S AIRDANCE FEDEX ST. JUDE CLASSIC 2014,,70 X 31,,,7/15/15,FESJC,Untitled_files/fullsize/975.jpg,,
CUP2366,6,SIGNAGE,HARDWARE ONLY: FOR 70 X 31 VINYL BANNERS,,,,,7/15/15,FESJC,Untitled_files/fullsize/984.jpg,,
CUP2367,"3,257",LIP BALM,LIP BALM: FEDEX CUP: NATURAL FLAVOR: GOLF BALL CAP,,,,,8/24/16,Hospitality Supplies,Untitled_files/fullsize/022.jpg,,
CUP2368,3,CINCH BAG,CLEAR W/ PURPLE: FEDEX CUP,,,,,10/28/15,Miscellaneous,Untitled_files/fullsize/992.jpg,,
CUP2369,6,CINCH BAG,WITH AMENITIES: CLEAR W/ PURPLE: FEDEX CUP,,,,,10/28/15,Miscellaneous,Untitled_files/fullsize/993.jpg,,
CUP2370,267,SELFIE STICK,BLACK: FEDEX CUP,BLACK,,,,8/6/15,Miscellaneous,Untitled_files/fullsize/988.jpg,,
CUP2371,1,WHITE BOARD,MAGNETIC: FEDEX CUP,,,,,8/6/15,Miscellaneous,Untitled_files/fullsize/989.jpg,,
CUP2372,1,CALENDAR BOARD,MAGNETIC: FEDEX CUP,,,,,8/6/15,Miscellaneous,Untitled_files/fullsize/990.jpg,,
CUP2381,1,JACKET,ZERO RESTRICTION: GRAY: FEDEX CUP: SM,GRAY,SM,,,8/6/15,Miscellaneous,,,
CUP2384,1,JACKET,ZERO RESTRICTION: GRAY: FEDEX CUP: XL,GRAY,XL,,,8/6/15,Miscellaneous,,,
CUP2390,4,LOGO COVER-UP MATERIAL,FEDEX GROUND,,,,,8/13/15,Miscellaneous,Untitled_files/fullsize/028a.jpg,,
CUP2392,12,PLATES,DINNER PLATE: BAMBOO: 25 PER PACK: FEDEX,,25 PER PK,,,6/28/16,Hospitality Supplies,Untitled_files/fullsize/029a.jpg,,
CUP2393,945,HERO CARDS,BILLY HORSCHEL,,,,,8/13/15,Miscellaneous,Untitled_files/fullsize/030a.jpg,,
CUP2394,"1,531",CINCH BAG,CLEAR W/ BLACK: FEDEX CUP,,,,,12/28/16,Miscellaneous,Untitled_files/fullsize/024.jpg,,
CUP2412,1,LADIES JACKET,"JOFIT, FULL ZIP, CHARCOAL, LEFT ARM-PEBBLE BEACH LOGO, RIGHT ARM-FEDEX, MD",CHARCOAL,MD,,,11/18/15,Apparel,,,
CUP2413,7,LADIES JACKET,"JOFIT, FULL ZIP, CHARCOAL, LEFT ARM-PEBBLE BEACH LOGO, RIGHT ARM-FEDEX, LG",CHARCOAL,LG,,,11/18/15,Apparel,,,
CUP2414,7,LADIES JACKET,"JOFIT, FULL ZIP, CHARCOAL, LEFT ARM-PEBBLE BEACH LOGO, RIGHT ARM-FEDEX, XL",CHARCOAL,XL,,,11/18/15,Apparel,,,
CUP2415,1,LADIES JACKET,"JOFIT, FULL ZIP, CHARCOAL, LEFT ARM-PEBBLE BEACH LOGO, RIGHT ARM-FEDEX, 2XL",CHARCOAL,2XL,,,11/18/15,Apparel,,,
CUP2422,4,MEN'S PULLOVER,"ADIDAS, BLACK, RIGHT ARM-FEDEX, MD",BLACK,MD,,,5/31/16,Apparel,,,
CUP2423,2,MEN'S PULLOVER,"ADIDAS, BLACK, RIGHT ARM-FEDEX, LG",BLACK,LG,,,5/31/16,Apparel,,,
CUP2424,4,MEN'S PULLOVER,"ADIDAS, BLACK, RIGHT ARM-FEDEX, XL",BLACK,XL,,,11/18/15,Apparel,,,
CUP2430,1,BOARD,"CURRENT STANDINGS, FEDEXCUP LOGO",,,,,2/8/16,Miscellaneous,Untitled_files/fullsize/104a.jpg,,
CUP2530,18,CAP,MEN'S; DARK GREY & BLACK; OGIO; FEDEXCUP,,,,,2/16/16,Apparel,Untitled_files/fullsize/102a.jpg,,
CUP2531,7,PIN FLAG,"FEDEXCUP PLAYOFFS, PGA LOGO, WHITE, 2015",WHITE,,,,3/4/16,Signage,Untitled_files/fullsize/105a.jpg,,
CUP2532,1,BANNER,"WHITE, FEDEXCUP, LARGE",WHITE,,,,10/6/16,Signage,Untitled_files/fullsize/110a.jpg,,
CUP2533,41,JOURNAL,"FEDEXCUP, BLACK, 8X10",BLACK,,,,3/4/16,Miscellaneous,Untitled_files/fullsize/106a.jpg,,
CUP2534,7,JOURNAL,"FEDEXCUP, BLACK, 6X9",BLACK,,,,3/4/16,Miscellaneous,Untitled_files/fullsize/107b.jpg,,
CUP2537,"4,015",LANYARD,"3/4", PURPLE/GREEN/ORANGE MIXED, FEDEXCUP LOGO IN WHITE""/4", PURPLE/GREEN/ORANGE MIXED, FEDEXCUP LOGO IN WH""4", PURPLE/GREEN/ORANGE MIXED, FEDEXCUP LOGO IN """, PURPLE/GREEN/ORANGE MIXED, FEDEXCUP LOGO IN"", PURPLE/GREEN/ORANGE MIXED, FEDEXCUP LOGO IN",,,,,12/28/16,Credentials,Untitled_files/fullsize/188a.jpg,,
CUP2538,"5,018",BADGE HOLDERS,"CLEAR, FEDEX LOGO IN PURPLE, 4 1/2 x 8",CLEAR,4 1/2 x 8,,,12/28/16,Credentials,Untitled_files/fullsize/189b.jpg,,
CUP2539,10,LUGGAGE,"VICTORINOX, SPECTRA 2.0, 32.3"/82CM, 8 WHEELED, NAVY BLUE""ICTORINOX, SPECTRA 2.0, 32.",NAVY BLUE,"32.3"/82CM""2.3"/"".",,,4/19/16,Staff Apparel,Untitled_files/fullsize/190a.jpg,,
CUP2541,1,SIGN,"METAL, "LOBBY SIGN", 70W X 21H, FEDEX LOGO""ETAL, "LOBBY SIGN", 70W X 21H, FED""TAL, "LOBBY SIGN", 70W X 21""AL, "LOBBY SIGN", 70W""L, "LOBBY SIGN","", "LOBBY SIG"" "LOBBY S"""LOBBY ""LOBBY ",,,,,5/4/16,Signage,Untitled_files/fullsize/223a.jpg,,
CUP2543,77,DRAWSTRING POUCH,"PINK, FEDEX CUP IN WHITE",PINK,,,,6/8/16,Miscellaneous,Untitled_files/fullsize/245b.jpg,,
CUP2544,25,NAPKIN,"DINNER, PK OF 200, PURPLE/PLATINUM FEDEX LOGO",PURPLE/PLATINUM,,,,6/2/16,Hospitality Supplies,Untitled_files/fullsize/246a.jpg,,
CUP2545,10,NAPKIN," BEVERAGE, PK OF 250, PURPLE/PLATINUM FEDEX LOGO",PURPLE/PLATINUM,,,,6/2/16,Hospitality Supplies,Untitled_files/fullsize/247a.jpg,,
CUP2546,"4,940",WATER BOTTLE,"INSULATED, POLAR BOTTLE, FEDEX CUP",,24 OZ,,,7/13/16,Miscellaneous,,,
CUP2547,"1,405",NAME BADGE,"SILVER W/ MAGNET, PURPLE FEDEX",SILVER,"1.5" X 3""".5" X""5"""",,,12/28/16,Credentials,Untitled_files/fullsize/249a.jpg,,
CUP2548,"1,428",NAME BADGE,"SILVER W/MAGNET, PURPLE FEDEX HOST",SILVER,"1.5" X 3""".5" X""5"""",,,12/28/16,Credentials,Untitled_files/fullsize/248a.jpg,,
CUP2549,"4,792",NAME BADGE,"WHITE W/MAGNET, PURPLE/SILVER FEDEX",WHITE,"1.5" X 3""".5" X""5"""",,,12/28/16,Credentials,Untitled_files/fullsize/250a.jpg,,
CUP2550,2,BACKDROP,"FEDEX CARES, STEP AND REPEAT PATTERN",,,,,8/22/16,Signage,Untitled_files/fullsize/226.jpg,,
CUP2551,11,PILLOWS,PURPLE FEDEX PILLOWS,PURPLE,,,,8/5/16,Hospitality Supplies,,,
CUP2552,"1,024",FROST CUPS,FROST CUPS WITH PURPLE  LID AND STRAW,FROST/PURPLE,,,,8/5/16,Hospitality Supplies,,,
CUP2553,"2,209",HAND FAN,"2 SIDED, HUSH Y'ALL, & COURSE MAP",,,,,8/5/16,FESJC,,,
CUP2554,125,ZIPPER BAG," ZIPPER BAG W/ AMENITIES (GUM, SUNSCREEN, SANITIZER, SHARPIE)",CLEAR/BLACK,,,,8/5/16,FESJC,,,
CUP2555,147,ZIPPER BAG,"ZIPPER BAG W/ AMENITIES (GUM, SUNSCREEN, SANITIZER, SHARPIE), PLUS A GREY/WHITE HAT",CLEAR/BLACK,,,,8/5/16,FESJC,,,
CUP2556,23,ZIPPER BAG,"ZIPPER BAG W/ AMENITIES (GUM, SUNSCREEN, SANITIZER, SHARPIE), PLUS A SEERSUCKER HAT",CLEAR/BLACK,,,,8/5/16,FESJC,,,
CUP2557,45,ZIPPER BAG,"ZIPPER BAG W/ AMENITIES (GUM, SUNSCREEN, SANITIZER, SHARPIE), PLUS CORD ORGANIZERS, GREY ST. JUDE CLASSIC BAG, SEERSUCKER WATER BOTTLE",CLEAR/BLACK,,,,8/5/16,FESJC,,,
CUP2558,122,WRISTBANDS,NO IMPRINT,PURPLE/RED/ORANGE,,,,8/5/16,Hospitality Supplies,,,
CUP2559,216,CHAMPAGNE FLUTE,"GOVINO, NO IMPRINT",,,,,8/5/16,Hospitality Supplies,,,
CUP2560,200,ZIPPER BAG,BLACK FEDEX,CLEAR/BLACK,,,,10/26/16,FESJC,,,
CUP2571,15,LADIES T-SHIRT,"BELLA/CANVAS, FEDEX",PURPLE,SM,,,8/24/16,Apparel,,,
CUP2590,375,WRISTBANDS,NO IMPRINT,RED,,,,8/24/16,Hospitality Supplies,,,
CUP2591,483,WRISTBANDS,NO IMPRINT,ORANGE,,,,8/24/16,Hospitality Supplies,,,
CUP2592,572,LID,EXTRA PIECE FOR ITEM CUP2552,PURPLE,,,,8/24/16,Hospitality Supplies,,,
CUP2593,662,STRAW,EXTRA PIECE FOR ITEM CUP2552,PURPLE,,,,8/24/16,Hospitality Supplies,,,
CUP2594,152,CAP,"NIKE, GREY/WHITE, FESJC LOGO IN WHITE",GREY/WHITE,,,,8/24/16,FESJC,,,
CUP2595,204,CAP,"BLUE SEERSUCKER, FESJC LOGO IN FULL COLOR",,,,,10/26/16,FESJC,,,
CUP2596,160,WATER BOTTLE,"INSULATED, SEERSUCKER, 24 OZ, POLAR BOTTLE, FESJC LOGO",,24 OZ,,,11/29/16,FESJC,,,
CUP2597,9,TOTE,"RUME, COOL GREY, FESJC LOGO",COOL GREY,,,,8/24/16,FESJC,,,
CUP2598,197,POUCH,"RUME, SMALL W/ ZIPPER, WHITE W/ FULL COLOR FESJC LOGO, CORD ORGANIZERS INSIDE",,,,,10/26/16,FESJC,,,
CUP2599,1,TIFFANY BOX,"FLANNEL BAGS FOR TROPHY AND BASE, INSPECTION GLOVES INSIDE",,,,,8/24/16,Miscellaneous,,,
CUP2601,4,BANNER,"FEDEX CARES, COMPANION FOR A-FRAME SIGNS",,,,,8/24/16,Miscellaneous,,,
CUP2602,"3,975",SHARPIE,"BLACK, FEDEXCUP FINE POINT RETRACTABLE",BLACK,,,,8/24/16,Miscellaneous,,,
CUP2603,,CAP,"NEW ERA, FEDEX CUP ON SIDE, SILVER TROPHY ON FRONT",GRAY,,,,11/30/16,Apparel,,,
CUP2604,,BOBBLE HEADS,"10 ANNIVERSARY, SET OF 4, FEDEX CUP CHAMPIONS, SNEDEKER/STENSON/HORSCHEL/SPIETH",,,,,10/6/16,Miscellaneous,,,
CUP2607,,CARPET,PUTTING GREEN MAT,,,,,11/30/16,Miscellaneous,,,
CUP2608,,GOLF HOLE POLE,,,,,,11/30/16,Miscellaneous,,,
CUP2609,,GOLF TARGET CIRCLES,,,,,,11/30/16,Miscellaneous,,,
CUP2610,,GOLF POLE STANDS,,,,,,12/1/16,Miscellaneous,,,
CUP2611,,GOLF POLE FLAGS,,,,,,12/1/16,Miscellaneous,,,
CUP2623,,POLO; LADIES,"NIKE GOLD DRI FIT, POLY/COTTON BLEND, FESJC",GREY,L,,,12/1/16,Apparel,,,
CUP2624,,POLO: LADIES,"NIKE GOLD DRI FIT, POLY/COTTON BLEND, FESJC",GREY,XL,,,12/1/16,Apparel,,,
CUP2635,,POLO: LADIES,"NIKE GOLD DRI FIT, 100% POLYESTER, FESJC",GREY,2X,,,12/1/16,Apparel,,,
CUP2642,,POLO:LADIES,"NIKE GOLD DRI FIT, FESJC",MUSTARD YELLOW,M,,,12/1/16,Apparel,,,
CUP2643,,POLO: LADIES,"NIKE GOLD DRI FIT, FESJC",MUSTARD YELLOW,L,,,12/1/16,Apparel,,,
CUP2652,,POLO: LADIES,"NIKE GOLD DRI FIT, FESJC",ORANGE,M,,,12/1/16,Apparel,,,
CUP2653,,POLO: LADIES,"NIKE GOLD DRI FIT, FESJC",ORANGE,L,,,12/1/16,Apparel,,,
CUP2661,,POLO: LADIES,"NIKE GOLD DRI FIT, FESJC",PURPLE,S,,,12/1/16,Apparel,,,
CUP2662,,POLO: LADIES,"NIKE GOLD DRI FIT, FESJC",PURPLE,M,,,12/1/16,Apparel,,,
CUP2663,,POLO: LADIES,"NIKE GOLD DRI FIT, FESJC",PURPLE,L,,,12/1/16,Apparel,,,
CUP2673,,POLO: MEN'S,"NIKE TIGER WOODS COLLECTOIN, FESCJ",GRAY STRIPE,L,,,12/1/16,Apparel,,,
CUP2675,,POLO: MEN'S,"NIKE TIGER WOODS COLLECTOIN, FESCJ",GRAY STRIPE,2X,,,12/1/16,Apparel,,,
CUP2683,,POLO: MEN'S,"NIKE GOLF DRI FIT, FESJC",NAVY BLUE,L,,,12/1/16,Apparel,,,
CUP2684,,POLO:MENS,"NIKE GOLF DRI FIT, FESJC",NAVY BLUE,XL,,,12/1/16,Apparel,,,
CUP2685,,POLO: MEN'S,"NIKE GOLF DRI FIT, FESJC",NAVY BLUE,2X,,,12/1/16,Apparel,,,
CUP2690,,PUTTING GREEN & BASE,,,,,,12/1/16,Miscellaneous,,,
CUP2691,,FRAME,POSTER SIZE,,"24" X 36"""4" X 3""" X "" X ",,,12/1/16,Miscellaneous,,,
CUP2701,,GIFT BAG,"SILVER FEDEX, SMALL",WHITE,"5.5" X 8.5""".5" X 8""5" X""" "" ",,,12/1/16,Hospitality Supplies,,,
CUP2702,,GIFT BAG,"SILVER FEDEX, MEDIUM",SILVER,"5.5" X 8.5""".5" X 8""5" X""" "" ",,,12/1/16,Hospitality Supplies,,,
CUP2703,,GIFT BAG,"SILVER FEDEX, LARGE",SILVER,"10" X 12"""0" X 1""" X "" X ",,,12/1/16,Hospitality Supplies,,,
CUP2710,,JENGA,,,,,,12/1/16,Miscellaneous,,,
CUP2711,,UNO CARD GAME,,,,,,12/1/16,Miscellaneous,,,
CUP2712,,TISSUE PAPER,SILVER FEDEX CUP,WHITE,,,,12/1/16,Hospitality Supplies,,,
CUP2713,,SUNGLASS CLEANERS,FULL  COLOR FEDEX CUP,WHITE,,,,12/1/16,Miscellaneous,,,
CUP2740,,TOTE,"WINE BAG, JUTE, FEDEX",PURPLE,,,,12/1/16,Hospitality Supplies,,,
CUP2741,,SHOT GLASS,FEDEX,CLEAR,,,,12/1/16,Hospitality Supplies,,,
LMP0003,10,Pen Set,Cross,,,,FedEx,8/9/11,Local Markets,Untitled_files/fullsize/520a.jpg,,
LMP0047,1,Tablecloth,,Purple,,,FedEx Freight,4/16/10,Local Markets,Untitled_files/fullsize/477a.jpg,,
LMP0048,1,Tablecloth,,Purple,,,FedEx Trade Networks,4/16/10,Local Markets,Untitled_files/fullsize/478a.jpg,,
LMP0106,3,"Stand, H",Small,,Small,,,4/16/10,Local Markets,Untitled_files/fullsize/475.jpg,,
LMP0107,11,"Stand, H",Large,,Large,,,9/8/10,Local Markets,Untitled_files/fullsize/476.jpg,,
LMP0111,1,Trophy,FGC,,,,FGC,4/16/10,Local Markets,Untitled_files/fullsize/480.jpg,,
LMP0112,6,Range Finder,Bushnell Pinseeker,,,,,6/20/13,Local Markets,Untitled_files/fullsize/029a.jpg,,
LMP0116,1,"Stand, Metal","Large Panel, 2008 FGC",,,,,4/16/10,Local Markets,,,
LMP0124,2,Golf Clubs,Odyssey,,,,,8/30/13,Local Market Golf Clubs,Untitled_files/fullsize/469a.jpg,,
LMP0128,2,Golf Clubs,"Callaway, FT9/DiaAblo",,,,,8/30/13,Local Market Golf Clubs,Untitled_files/fullsize/470a.jpg,,
LMP0131,1,User's Guide,Nike Str8-Fit,,,,,5/24/10,Local Markets,Untitled_files/fullsize/495a.jpg,,
LMP0132,34,Photo Holder,,white,,,FedEx,5/24/10,Local Markets,Untitled_files/fullsize/510a.jpg,,
LMP0139,3,Signage,Round Arrow sign with velcro,purple/white,"10"""",,,10/13/11,Local Markets,,,
LMP0140,3,Signage,Arrow sign with velcro,purple/white,"12" x 14"""2" x 1""" x "" x ",,,10/13/11,Local Markets,,,
LMP0141,2,Torque Wrench,Callaway I-Mix,,,,,5/24/10,Local Markets,Untitled_files/fullsize/511c.jpg,,
LMP0143,38,Sun Kit,"sunscreen, towelette, lotion",black/white,,,FGC,5/24/10,Local Markets,Untitled_files/fullsize/523a.jpg,,
LMP0153,3,Signage,FedEx Event Right arrow,,"22" x 28"""2" x 2""" x "" x ",,,10/13/11,Local Markets,,,
LMP0154,3,Signage,FedEx Event Left arrow,,"22" x 28"""2" x 2""" x "" x ",,,10/13/11,Local Markets,,,
LMP0161,5,Tablecloth,Local Marketing,Purple,,,,6/4/14,Local Markets,Untitled_files/fullsize/151b.jpg,,
LMP0167,1,Shipping case for golf bag,,,,,FGC,6/3/11,Local Markets,Untitled_files/fullsize/383b.jpg,,
LMP0198,1,TICKETS,"ROLL, 2 PART",,,,,8/13/15,Local Markets,Untitled_files/fullsize/508a.jpg,,
LMP0211,4,GOLF CLUB,CALLAWAY WEDGE 56-15,,,,,4/6/16,Local Market Golf Clubs,Untitled_files/fullsize/459a.jpg,,
LMP0231,92,Notebook,"8 1/4" X 11 1/2" FedEx Package"" 1/4" X 11 1/2" FedEx Pa""1/4" X 11 1/2" FedE""/4" X 11 1/2" F""4" X 11 1/2"""" X 11 1/2"" X 11 1/2",,"8 1/4" X 11 1/2""" 1/4" X 11""1/4" ""/",,,8/26/15,Local Markets,Untitled_files/fullsize/388a.jpg,,
LMP0261,9,WIRE BASKET,FOR GOLF BALLS,,,,,10/22/11,Local Markets,Untitled_files/fullsize/347a.jpg,,
LMP0264,1,TABLECLOTH,WHITE: FEDEX GOLF CHALLENGE LOGO: FOR 8' TABLE,WHITE,,,FEDEX GOLF CHALLENGE,8/20/14,Local Markets,,,
LMP0266,413,TEE MARKERS,FEDEX EXPRESS HYBRID VAN: CARDBOARD WITH METAL STAND,,,,FEDEX EXPRESS,6/20/16,Local Markets,Untitled_files/fullsize/401a.jpg,,
LMP0274,55,POLO,MEN'S PETER MILLAR: WHITE/PURPLE STRIPE: FEDEXCUP LOGO: XL,WHITE/PURPLE STRIPE,XL,,FEDEXCUP,11/6/12,Local Markets,,,
LMP0275,17,POLO,MEN'S PETER MILLAR: WHITE/PURPLE STRIPE: FEDEXCUP LOGO: 2XL,WHITE/PURPLE STRIPE,2XL,,FEDEXCUP,5/19/15,Local Markets,,,
LMP0283,11,POLO,LADIES PETER MILLAR: WHITE/PURPLE STRIPE: FEDEXCUP LOGO: LG,WHITE/PURPLE STRIPE,MD,,FEDEXCUP,9/9/16,Local Markets,,,
LMP0284,4,POLO,LADIES PETER MILLAR: WHITE/PURPLE STRIPE: FEDEXCUP LOGO: XL,WHITE/PURPLE STRIPE,LG,,FEDEXCUP,2/8/16,Local Markets,,,
LMP0285,10,POLO,LADIES PETER MILLAR: WHITE/PURPLE STRIPE: FEDEXCUP LOGO: 2XL,WHITE/PURPLE STRIPE,XL,,FEDEXCUP,3/7/14,Local Markets,,,
LMP0300,1,GOLF CLUBS  ,"NIKE, SET OF 8 INCLUDING: 8, A, P, 5, 6, 4, 9, 7",,,,,5/7/12,Local Market Golf Clubs,Untitled_files/fullsize/398.jpg,,
LMP0301,28,ROLLING DUFFEL,FLORENTINE LEATHER; FEDEX GOLF CHALLENGE LOGO,,,,,4/20/15,Local Markets,Untitled_files/fullsize/404a.jpg,,
LMP0331,2,SIGNAGE,FEDEX GOLF CHALLENGE;  HOLE IN ONE,,3' X 3',,,10/16/12,Local Markets,Untitled_files/fullsize/396b.jpg,,
LMP0332,2,SIGNAGE,FEDEX GOLF CHALLENGE;  CLOSEST TO THE PIN,,3' X 3',,,10/16/12,Local Markets,Untitled_files/fullsize/506c.jpg,,
LMP0338,1,DRIVER,COBRA LONG TOM'S FLEX,,,,,5/8/13,Local Market Golf Clubs,Untitled_files/fullsize/442a.jpg,,
LMP0339,1,DRIVER,"CALLAWAY WD RH RAZR FIT EXTREME 9.5, W/ WRENCH ",,,,,2/19/16,Local Market Golf Clubs,Untitled_files/fullsize/454.jpg,,
